id,total_sales,average_sales,monthly_growth_percent,top_product,best_region,month
755,165024.73,4512.8,-16.51,Monitor,South,jul
756,98564.42,1047.35,19.22,Keyboard,east,Oct
757,148915.14,2262.94,15.41,Headphones,South,NOV
759,113336.26,1387.3,-15.9,Mobile, SOUTH,Oct
761,195123.43,782.98,14.41,Mobile,West,MAR
762,92897.34,4167.96,34.71,Smartwatch,east,February
763,70492.17,1120.23,24.99,Mouse,east,Aug
764,56133.79,1406.89,-0.92,Tablet,North,Jan
765,29142.73,2397.86,-4.92,Headphones,east,Aug
771,34893.51,4152.93,-3.02,Mouse,east,jul
773,164795.45,3937.73,39.58,Monitor,Central,September
774,167790.98,1409.24,-12.87,Keyboard, SOUTH,May
775,147931.6,4229.44,-13.39,Monitor, SOUTH,Aug
777,195206.29,2349.92,16.41,Mobile,Central,Aug
778,27230.12,1697.04,33.44,Smartwatch,north ,September
780,191003.06,4860.49,32.24,Mouse,South,June
783,27364.35,4968.24,8.16,Monitor,east,June
784,76154.79,911.14,-19.78,Keyboard,West,apr
785,8261.15,4912.7,14.37,Mobile,north ,Jan
786,67913.08,1235.85,34.91,Headphones,South,May
787,193263.31,267.18,30.84,Printer,north ,NOV
788,150842.27,2626.05,37.36,Monitor,East,dec
789,40985.43,1547.37,-0.23,Laptop, SOUTH,NOV
790,198841.76,2521.13,-1.34,Mouse,South,dec
793,182719.68,1186.02,25.2,Laptop,north ,June
794,181399.35,1202.4,-3.08,Laptop, SOUTH,February
796,-85589.08,3431.41,18.03,Printer,North,apr
797,46481.94,4829.67,-8.85,Printer,Central,June
799,83716.54,3421.91,-12.55,Monitor, SOUTH,NOV
800,184216.93,3041.43,38.98,Monitor, SOUTH,Oct
801,59710.86,1171.86,17.36,Monitor,East,Aug
802,166784.66,3865.52,8.77,Printer,West ,Jan
803,61526.03,1669.52,33.62,Keyboard, SOUTH,NOV
804,149489.43,1917.83,-7.61,Mouse,North,February
805,120926.51,427.91,27.46,Mobile,East,Aug
806,194252.73,3284.38,39.51,Laptop,Central,Jan
807,95801.68,538.52,19.35,Mobile,East,apr
811,104394.82,4123.91,-7.35,Camera,east,NOV
812,71606.03,4658.82,4.33,Laptop,West,Aug
813,50511.06,4702.2,-18.07,Printer,South,apr
817,18409.2,4908.6,-17.47,Camera,South,February
820,175183.35,4152.75,9.77,Mouse,Central,dec
821,178002.46,4670.05,25.13,Monitor,West,Aug
823,69092.75,1303.55,37.75,Smartwatch, SOUTH,February
825,48084.4,3292.0,7.83,Mouse,east,Aug
826,35698.48,3915.11,9.6,Smartwatch,East,Oct
828,52917.14,4413.71,34.17,Camera, SOUTH,June
829,45079.87,400.43,30.35,Smartwatch,South,MAR
830,139707.81,1276.65,-11.96,Mouse,East,Oct
831,6308.97,999.66,32.86,Printer,North,NOV
833,7191.41,770.74,-0.88,Mouse,Central,September
834,80837.19,4473.29,33.59,Monitor,east,Aug
839,8938.22,1061.54,20.26,Headphones,West ,jul
841,-171642.39,4286.53,-1.18,Keyboard, SOUTH,Jan
843,130527.44,3483.25,18.23,Headphones,East,apr
845,82813.13,3447.77,32.6,Printer,east,Aug
848,141991.35,3286.65,31.07,Monitor, SOUTH,apr
849,57497.84,3144.02,-7.73,Keyboard,east,Aug
851,25215.15,4918.72,5.61,Camera, SOUTH,February
852,42199.84,4119.09,37.87,Camera,West ,February
854,22118.12,2538.01,-4.32,Camera,West ,February
856,134254.63,963.08,39.15,Mobile,West ,September
858,176887.18,1747.86,-1.99,Laptop,East,February
861,45955.76,4809.55,5.6,Mobile,Central,jul
862,94380.54,3260.66,9.52,Mouse,East,May
864,86577.1,296.84,15.01,Mobile,east,apr
866,94438.68,4906.31,19.9,Monitor, SOUTH,Aug
867,34317.9,4725.29,12.54,Printer,East,Jan
868,195807.02,2361.66,-6.7,Printer,north ,apr
870,127496.38,1938.25,31.98,Headphones,East,Oct
871,55656.22,1700.98,32.85,Monitor,east,dec
873,20971.84,2063.79,32.94,Keyboard,north ,MAR
874,46151.69,3908.93,6.86,Smartwatch,West,May
875,167604.11,4921.03,-6.87,Smartwatch,East,February
876,197852.32,3130.35,19.92,Mobile,north ,apr
877,79331.06,755.12,10.23,Monitor,West,Jan
878,144100.5,4678.71,16.9,Camera,West,Aug
880,129183.76,468.27,10.97,Smartwatch,east,February
881,162929.21,3658.63,11.51,Mobile,West,apr
883,153565.76,2552.25,29.54,Mouse,West,MAR
884,122862.96,1749.92,-8.97,Laptop,Central,MAR
889,183527.09,1190.96,1.83,Printer,West ,February
890,182639.89,2998.31,-18.37,Headphones,West ,June
891,154061.99,4996.75,-10.4,Mouse,East,jul
892,62603.02,1208.25,-1.19,Camera,East,apr
894,48170.73,220.66,6.6,Headphones,Central,dec
896,141360.34,2423.92,0.02,Keyboard,east,February
897,66083.46,2288.8,27.9,Tablet,east,Jan
899,-165729.27,1499.04,-18.54,Mouse,East,dec
901,63541.08,4839.24,18.8,Laptop,South,Jan
903,133612.9,3112.25,-4.23,Tablet,Central,Aug
905,46091.13,4630.33,33.75,Monitor,North,apr
908,94768.22,2121.42,2.26,Printer,Central,June
909,109039.9,2889.17,-13.98,Smartwatch,West ,Jan
910,197094.53,3677.15,35.75,Laptop,West,Oct
912,100341.81,4298.19,25.44,Monitor,North,Oct
913,185908.17,3235.66,37.15,Monitor,east,NOV
914,96267.17,3945.39,-12.27,Tablet,West ,MAR
916,102438.54,2857.37,24.18,Monitor,West ,May
918,49903.18,3210.9,15.53,Laptop,Central,February
921,100127.97,254.95,-12.2,Printer,North,dec
922,186268.26,848.64,1.89,Smartwatch, SOUTH,jul
923,147507.59,1589.17,-5.03,Laptop,South,jul
924,147510.59,223.22,20.56,Mouse, SOUTH,apr
925,7518.66,2553.62,24.26,Headphones,West,September
929,39546.89,3140.84,-6.74,Printer,West,May
931,190054.16,1401.82,0.48,Mouse,West ,jul
932,132635.33,973.66,17.58,Monitor,North,apr
934,17383.23,4690.87,12.5,Laptop,South,September
935,98079.64,3875.9,26.65,Headphones,South,September
936,93954.32,2786.35,38.08,Smartwatch,West,apr
938,40862.48,4928.89,-16.56,Tablet,West,dec
941,180823.33,1352.61,-5.3,Headphones, SOUTH,May
943,27896.75,3938.33,38.99,Laptop,South,Oct
945,49601.67,2977.09,-6.28,Headphones,north ,MAR
947,145945.34,3114.56,22.91,Tablet,east,Oct
948,142901.57,2505.81,-1.95,Keyboard,north ,Oct
949,75806.32,4242.65,7.34,Tablet,Central,February
950,43616.41,1396.25,7.16,Camera,West ,apr
951,31698.39,3543.15,38.66,Mouse,North,jul
952,174510.57,2090.47,-9.86,Mobile, SOUTH,Oct
953,63453.51,4903.79,23.49,Smartwatch,North,MAR
956,143507.71,3347.22,14.87,Tablet,north ,June
957,173603.9,1250.49,27.03,Mobile,West,February
959,186887.93,3226.74,1.2,Camera, SOUTH,NOV
962,125749.63,1264.29,-6.41,Keyboard,East,jul
963,25984.33,4101.16,-15.29,Laptop,east,May
964,85109.05,971.28,20.99,Camera,West,jul
968,51318.48,2159.1,36.54,Headphones, SOUTH,Aug
969,178812.56,1356.74,9.02,Laptop, SOUTH,May
970,37714.96,614.2,16.84,Monitor,West,Jan
972,32373.88,3005.75,-5.45,Mouse,South,jul
975,60426.94,424.61,10.63,Tablet,West,MAR
976,53620.14,3091.14,-5.04,Monitor,east,May
978,14757.19,4417.89,-6.96,Camera,West,September
980,62461.04,3019.09,-5.49,Mouse,West,Jan
981,150146.93,410.11,0.25,Tablet,West ,June
982,129615.88,4986.64,8.24,Smartwatch,east,MAR
983,113665.24,4182.86,-12.14,Tablet, SOUTH,Oct
984,-155960.79,2330.3,25.28,Monitor, SOUTH,June
985,67953.86,3227.36,15.34,Printer,North,Jan
986,17557.11,1798.19,31.75,Camera,east,NOV
987,111185.06,2367.53,34.2,Laptop,West ,Oct
989,142512.54,2454.28,15.91,Printer,South,Jan
990,161020.72,1655.3,-14.74,Mouse,north ,February
991,100737.6,3166.05,-7.14,Tablet,East,MAR
992,152179.64,3469.69,-10.22,Mobile,Central,Oct
993,177508.28,1293.36,29.58,Smartwatch,South,Jan
994,182737.69,1055.39,22.03,Mouse,West,Aug
995,57682.41,4097.41,34.37,Camera,East,apr
996,148705.57,301.73,1.74,Monitor,east,May
998,106666.42,3791.85,-9.83,Mobile,East,dec
1003,115985.32,2304.77,18.41,Monitor,West,May
1004,188672.66,2226.9,-14.51,Laptop,West,dec
1005,165584.83,4588.03,-16.06,Keyboard,east,May
1006,30644.11,4152.87,-17.46,Mobile,North,NOV
1008,166002.08,2074.28,9.58,Smartwatch,West ,Jan
1009,114786.1,710.65,-17.71,Smartwatch,East,MAR
1011,21511.63,2523.07,27.18,Mobile,north ,Jan
1014,36532.0,709.03,35.6,Smartwatch,West ,Oct
1015,7860.11,3764.22,-17.22,Camera,East,NOV
1016,50449.08,2497.65,22.3,Tablet,North,dec
1017,108041.0,828.08,10.23,Monitor,South,May
1020,187086.77,4407.43,-18.68,Camera,West ,NOV
1021,71829.07,2421.57,-8.35,Laptop,West,Jan
1022,51912.46,1161.45,21.46,Monitor,north ,MAR
1023,196443.97,2125.46,0.06,Keyboard,Central,May
1026,137781.15,4223.9,0.26,Headphones, SOUTH,jul
1027,39083.35,3124.28,-8.48,Headphones,North,MAR
1028,164785.8,2570.52,9.81,Monitor,Central,Aug
1029,6159.4,3000.72,28.65,Camera,South,Aug
1031,43355.25,430.43,7.64,Headphones,Central,Oct
1033,163071.65,215.68,24.78,Keyboard,North,June
1034,85211.68,2436.51,24.51,Printer,South,apr
1035,117698.88,4790.12,39.79,Camera,West,MAR
1037,19902.55,1590.32,-9.79,Tablet,north ,dec
1038,126046.54,3082.5,35.41,Headphones,north ,February
1039,162647.24,3452.39,13.48,Smartwatch,North,September
1041,125725.64,2271.42,34.19,Tablet,South,Oct
1042,24228.13,1539.49,19.32,Camera,east,February
1043,14056.44,2931.21,3.76,Tablet,north ,February
1044,37943.07,956.14,34.67,Keyboard,Central,Oct
1047,45632.42,2183.76,2.24,Headphones, SOUTH,Jan
1049,196567.16,1723.29,-15.38,Mouse,South,June
1052,94755.29,2168.55,-19.95,Mouse,West ,Jan
1053,68735.98,466.64,-2.08,Keyboard,north ,MAR
1056,-32387.99,597.82,30.06,Mouse,east,Aug
1058,17030.67,3470.91,15.62,Tablet,South,NOV
1059,147919.12,2406.73,12.87,Mobile, SOUTH,Oct
1060,143351.41,3922.86,36.84,Keyboard,South,Aug
1061,102832.22,4907.68,12.29,Mobile,West ,apr
1062,59499.08,2680.05,0.86,Laptop,east,June
1063,36480.95,2028.53,-6.84,Camera,east,jul
1065,64952.05,4454.2,-8.22,Mobile,South,jul
1066,57588.85,1780.08,10.27,Headphones,South,September
1067,169116.62,611.63,18.74,Monitor,north ,September
1072,72849.05,966.2,-3.38,Tablet,east,jul
1073,176655.58,2687.24,20.3,Tablet,West ,May
1074,71593.2,4066.33,10.05,Laptop,North,Jan
1076,23134.33,1129.65,21.23,Headphones,east,May
1080,198804.67,1000.09,28.47,Monitor,West ,Jan
1084,139059.22,1807.21,14.49,Monitor,east,Jan
1085,92872.27,4640.36,2.77,Mouse,north ,apr
1086,27806.25,288.93,-13.43,Tablet,North,dec
1087,53315.42,590.67,30.67,Smartwatch, SOUTH,June
1088,31033.78,4928.23,8.55,Monitor,North,apr
1093,-112135.38,4890.73,24.03,Headphones,North,Oct
1094,186489.24,2176.34,29.26,Laptop,West,jul
1096,128838.99,3135.42,-11.51,Printer,West,June
1097,132622.22,2177.8,8.48,Tablet,east,dec
1098,-58183.84,2412.45,-8.06,Mouse,South,MAR
1099,175188.65,1232.09,17.36,Mobile,East,May
1102,124712.44,2987.65,8.9,Keyboard,Central,MAR
1104,179264.23,2269.4,17.29,Laptop,North,February
1107,185278.92,2977.81,30.05,Monitor, SOUTH,June
1111,135348.48,328.32,11.27,Headphones,South,apr
1112,10184.15,2890.68,-4.32,Monitor,South,Oct
1113,65671.46,4557.38,18.06,Mobile,West ,Oct
1114,124345.81,3806.62,10.93,Mouse,north ,jul
1115,140382.79,4092.37,-9.2,Monitor,West,February
1116,154971.18,487.41,2.75,Smartwatch,north ,Aug
1118,91697.64,3811.48,13.08,Printer,West,jul
1119,181694.72,1767.69,-0.37,Camera,West,Aug
1120,135408.98,4895.61,-18.0,Headphones,West ,June
1121,118698.63,1289.82,-4.57,Mouse, SOUTH,apr
1123,130823.19,3610.9,14.14,Camera,East,dec
1124,51470.9,1493.45,29.48,Mouse,West,June
1125,28211.31,3813.68,-15.71,Mobile,east,September
1127,146012.57,623.9,17.66,Monitor,North,Oct
1128,194245.31,1990.95,16.15,Mouse,North,MAR
1129,196737.91,4983.61,-2.76,Mouse,South,apr
1130,78888.4,2481.35,-11.26,Mobile,East,June
1131,192968.78,4201.09,19.84,Printer,north ,February
1132,100406.0,1789.93,10.68,Monitor,South,NOV
1135,157903.75,4192.52,-1.55,Monitor,West ,Oct
1139,170737.29,2619.69,-8.32,Camera, SOUTH,NOV
1144,163649.45,4379.8,24.97,Camera,West,MAR
1146,148056.69,2367.08,37.35,Keyboard,North,Aug
1148,87852.99,442.12,10.3,Mouse,Central,Oct
1150,126339.94,1208.32,33.46,Headphones,north ,dec
1151,-126926.13,3644.82,39.17,Keyboard,South,May
1152,190479.42,4068.21,-5.64,Tablet,East,Aug
1153,149418.71,3817.45,21.62,Laptop,South,Jan
1154,7118.81,1384.51,23.49,Mouse, SOUTH,apr
1155,49895.1,2555.14,36.31,Smartwatch,East,June
1156,183387.46,2682.04,2.69,Smartwatch,South,NOV
1157,147473.71,4759.02,-4.76,Headphones,Central,May
1158,33486.66,2764.67,20.64,Mouse,Central,February
1161,158457.45,1584.44,17.61,Printer,North,NOV
1164,14457.5,1602.08,-7.01,Monitor, SOUTH,apr
1165,14747.33,657.21,20.21,Smartwatch,West ,February
1168,-184681.43,4610.8,24.24,Mobile,Central,NOV
1171,104159.42,4178.49,18.52,Camera,north ,MAR
1173,103041.03,3805.77,21.52,Keyboard,north ,Jan
1174,82096.8,3101.81,25.74,Camera,West,MAR
1175,188745.87,4432.99,-10.7,Smartwatch,Central,MAR
1177,137118.01,2712.21,34.44,Mobile,Central,September
1178,165429.79,1475.75,11.15,Headphones,north ,apr
1179,191673.3,3558.66,35.96,Monitor,North,September
1181,101654.45,3735.24,22.98,Tablet,north ,MAR
1182,194660.62,1063.75,-3.05,Camera,east,dec
1185,81885.06,2324.29,18.43,Tablet,Central,June
1186,78278.17,3556.16,-15.48,Printer,North,June
1188,146470.33,4154.78,-7.32,Mouse,Central,Oct
1190,62233.64,4844.05,-12.97,Keyboard,West,Aug
1191,162573.16,3048.98,16.84,Printer,East,Aug
1192,67659.15,4036.72,26.18,Headphones,West,February
1193,68921.21,4441.9,-13.71,Tablet,north ,apr
1194,114243.66,4891.03,37.19,Smartwatch,East,Aug
1196,126880.71,3931.25,20.74,Headphones,north ,June
1197,160966.24,4540.62,11.4,Printer,East,jul
1199,108455.98,356.61,31.72,Laptop,West ,jul
1200,67185.38,2717.74,20.1,Headphones,South,Jan
1201,34174.11,785.47,12.41,Headphones,Central,apr
1202,138073.97,3937.93,-3.02,Printer,South,Jan
1203,-143499.98,4420.62,-4.62,Camera,East,Oct
1204,153025.88,2987.9,6.06,Mouse,North,February
1205,67209.6,1771.52,22.71,Laptop,East,dec
1206,40008.83,2181.67,31.74,Keyboard, SOUTH,May
1207,93234.54,2709.11,-15.18,Mouse,East,September
1208,46443.94,539.01,-6.35,Laptop,East,NOV
1209,100260.74,1577.26,19.89,Monitor,east,Aug
1212,125121.0,1986.67,-1.49,Smartwatch,north ,June
1214,64175.86,998.39,-9.82,Smartwatch,north ,February
1215,41009.59,3337.41,5.64,Printer,West ,May
1218,126144.44,3707.18,19.1,Mobile,North,Aug
1219,60739.76,3085.15,-9.65,Printer, SOUTH,May
1221,160370.71,4135.62,13.73,Camera,South,February
1224,72292.31,1394.82,34.72,Headphones,West ,MAR
1225,150092.69,1291.26,20.68,Headphones,North,MAR
1227,173676.05,1929.8,8.98,Smartwatch,east,jul
1229,37317.36,4916.68,19.44,Monitor, SOUTH,jul
1230,198113.83,1925.03,-1.89,Smartwatch,East,June
1231,146798.81,2724.0,17.71,Keyboard, SOUTH,dec
1232,188990.03,3421.6,15.98,Camera,east,NOV
1233,133286.84,1294.04,32.22,Camera,West,June
1235,194271.21,1095.51,10.3,Smartwatch,North,MAR
1236,36272.11,956.11,28.6,Headphones,South,May
1237,130040.27,4238.14,16.9,Printer,South,Jan
1238,183661.26,1909.85,-7.98,Laptop,West ,jul
1240,172444.63,4522.8,22.13,Mobile,West ,jul
1241,125672.26,4137.14,8.5,Headphones,North,dec
1243,103133.04,2220.88,1.92,Mobile,north ,Aug
1245,128727.93,2081.12,10.39,Monitor,east,apr
1246,15417.05,1885.31,39.8,Mobile,North,NOV
1248,90733.22,1286.0,34.01,Headphones,north ,MAR
1250,64914.65,966.67,-16.72,Smartwatch,east,apr
1252,50977.32,3128.83,-9.12,Keyboard,Central,Aug
1254,105872.37,578.28,-6.51,Camera,Central,June
1257,5653.98,4518.55,8.06,Keyboard,South,jul
1258,152531.43,1469.16,-8.46,Mobile,West,NOV
1259,8285.9,343.91,6.18,Tablet,north ,dec
1262,94810.33,3784.81,9.15,Laptop,East,Oct
1263,82029.57,3205.59,-4.3,Printer,north ,apr
1264,85299.79,2350.62,20.7,Smartwatch,east,Jan
1266,127632.59,3945.86,27.6,Smartwatch,North,apr
1270,144812.93,3554.61,-5.72,Smartwatch,north ,September
1271,127022.66,4712.41,-16.03,Laptop,West ,May
1272,83467.37,1794.03,-0.42,Monitor,West ,Oct
1273,152969.39,4211.17,14.49,Smartwatch,North,NOV
1274,165486.54,897.75,-18.49,Monitor,West,Jan
1275,87126.82,4058.03,28.52,Printer,north ,apr
1276,74521.91,339.32,2.44,Laptop,east,February
1279,38970.8,2637.31,18.77,Mobile,East,Jan
1280,177719.49,3169.5,-13.81,Keyboard,north ,dec
1281,61350.13,2390.14,0.55,Camera,West,jul
1283,54975.49,2293.3,-4.73,Monitor, SOUTH,Jan
1284,168064.06,4626.78,-18.04,Monitor,North,jul
1285,154349.93,3815.37,24.15,Printer,East,Aug
1286,147777.28,499.77,21.8,Headphones,North,June
1287,21155.4,3994.55,28.52,Tablet,West ,NOV
1288,135954.94,701.56,-16.66,Laptop,North,September
1289,188180.78,1047.92,6.1,Mouse,east,Jan
1291,107451.41,3176.91,-14.14,Monitor,North,June
1292,123420.08,3822.23,-10.01,Printer,East,MAR
1296,190828.67,1959.32,-0.09,Mobile,West,apr
1297,43311.19,404.47,18.96,Camera,East,jul
1298,171961.28,3931.16,7.27,Keyboard,North,Oct
1302,189663.47,2232.27,7.46,Smartwatch,South,jul
1303,89740.54,4455.51,38.41,Camera,East,dec
1304,158769.04,2312.9,23.67,Camera,West ,September
1306,108017.23,3909.29,25.73,Headphones,West,Aug
1307,169046.44,2409.71,-6.44,Headphones,North,Jan
1309,142703.59,3392.42,26.69,Smartwatch,east,NOV
1312,66903.15,3470.41,0.34,Mouse,East,MAR
1313,69597.24,4431.61,28.56,Smartwatch,east,June
1314,-181334.6,4467.12,36.24,Smartwatch,North,MAR
1315,-5576.06,3903.12,20.84,Mobile,east,June
1319,164403.09,382.08,-5.71,Camera,South,Oct
1321,30656.54,906.76,8.83,Smartwatch,West,May
1322,38478.08,205.39,2.79,Camera,East,Aug
1323,-174159.82,4691.67,-1.82,Mobile,West ,dec
1324,178466.13,4037.64,33.13,Keyboard,West ,dec
1325,100623.77,1111.43,-3.3,Smartwatch,South,June
1326,53951.9,699.26,19.66,Keyboard, SOUTH,MAR
1327,186974.4,3555.79,20.01,Keyboard,South,MAR
1328,170179.86,2242.04,-14.36,Mouse,Central,May
1329,171234.62,473.42,-11.7,Laptop,east,Oct
1331,113844.77,1274.38,36.11,Monitor,north ,Jan
1332,108434.82,3398.18,25.71,Mobile,East,February
1334,147136.62,639.72,19.62,Keyboard,West ,MAR
1336,173976.19,1158.85,-19.86,Mouse,Central,Aug
1337,175077.79,3173.69,-18.08,Tablet,West,February
1339,153641.75,566.74,36.57,Laptop,West ,apr
1340,14454.69,3686.72,7.36,Mouse,West ,jul
1341,190505.7,4974.96,13.62,Mouse,north ,Jan
1342,33173.81,2138.53,-12.33,Camera,South,apr
1343,138573.8,1747.57,-16.11,Mobile,South,NOV
1344,150234.43,3754.77,16.41,Mobile,East,Oct
1345,157797.09,2483.15,22.35,Mobile,East,September
1347,19416.4,2391.63,28.79,Mobile,West ,Jan
1348,7864.78,3512.81,37.39,Headphones,east,June
1350,136916.93,802.79,26.57,Keyboard,Central,Oct
1351,94290.91,3317.24,13.5,Monitor,West ,May
1352,81388.05,4412.59,13.64,Mobile,North,Jan
1353,32897.98,3310.73,37.55,Printer,East,Oct
1354,117656.64,4613.87,-14.48,Printer,West ,apr
1355,197873.23,3390.13,7.23,Smartwatch,north ,Aug
1356,133461.27,2047.17,-11.6,Mouse,north ,apr
1357,193306.04,459.78,-6.76,Mouse, SOUTH,MAR
1358,55988.26,1959.79,-11.18,Mobile,North,Jan
1359,147252.07,4166.34,-18.06,Laptop,East,apr
1360,125899.55,734.78,20.01,Mobile,Central,Jan
1361,92293.96,1259.7,-18.58,Tablet,Central,Aug
1362,53247.09,1983.21,-0.28,Camera,South,Jan
1363,33584.29,1024.72,-17.25,Keyboard, SOUTH,September
1364,87299.44,2403.56,-18.69,Headphones,South,Oct
1366,31710.74,1943.77,2.67,Mouse,east,MAR
1367,22880.7,390.4,22.4,Camera,West,NOV
1368,71006.78,3357.67,18.87,Headphones, SOUTH,Jan
1371,101642.26,3701.63,-7.73,Smartwatch,West,jul
1372,23432.14,1736.04,13.85,Keyboard,east,dec
1373,45929.68,2250.4,1.07,Mobile,South,MAR
1376,77135.03,4463.05,1.05,Keyboard,West ,jul
1379,127807.0,2283.04,28.82,Laptop,West,September
1380,67102.0,3643.87,6.02,Mouse,North,dec
1381,126678.36,340.29,-11.94,Keyboard,Central,MAR
1384,69755.7,4220.28,14.77,Mouse,West,MAR
1385,141388.81,3370.87,-0.14,Mouse,east,NOV
1386,121808.32,3292.16,-7.06,Camera,north ,NOV
1387,124243.43,2630.43,-1.79,Printer,east,NOV
1389,89091.97,1210.11,1.8,Smartwatch,West,jul
1390,156773.71,236.01,-3.8,Camera, SOUTH,June
1392,11998.72,4958.21,5.99,Mobile,Central,dec
1393,175264.77,4702.98,17.98,Tablet,north ,June
1394,113558.26,2147.91,-11.94,Mouse,Central,apr
1396,136074.92,4428.51,9.49,Smartwatch, SOUTH,dec
1398,85427.19,3501.02,7.4,Printer,West,September
1400,16327.97,3427.17,-9.61,Mobile,Central,February
1401,11896.65,4495.14,-13.02,Printer,South,Aug
1402,140667.12,4144.98,21.35,Laptop,East,apr
1404,114720.33,564.88,-17.91,Tablet,east,May
1405,88963.72,3623.82,15.18,Mobile,north ,Aug
1408,124782.62,2545.2,35.79,Smartwatch,east,September
1410,94932.12,1112.12,-18.95,Monitor, SOUTH,Oct
1411,26903.69,4338.59,5.44,Monitor,Central,NOV
1412,92912.91,4235.28,11.45,Smartwatch,South,dec
1413,76765.07,2911.34,-2.41,Camera,North,September
1414,132856.8,1927.06,16.29,Headphones,Central,MAR
1415,159283.43,3157.04,21.77,Laptop,Central,dec
1416,148705.68,2024.08,-17.36,Camera,North,jul
1417,162582.71,1189.12,32.12,Headphones,east,NOV
1419,129759.55,3672.77,0.12,Tablet,West ,September
1420,56350.67,274.27,-9.93,Monitor,West,June
1421,151951.93,3648.12,36.89,Smartwatch,East,apr
1425,156157.58,3989.45,14.96,Camera,north ,Aug
1428,57552.34,3098.88,-11.53,Camera,north ,Aug
1429,27337.95,2894.09,13.75,Smartwatch,West ,MAR
1430,59756.75,808.86,30.32,Headphones, SOUTH,September
1431,107487.45,543.35,22.99,Tablet,West,May
1433,158959.07,4909.31,-3.0,Mobile,South,May
1436,189729.67,2098.22,24.69,Printer,West,Oct
1437,56825.72,1084.54,-5.77,Keyboard,East,NOV
1439,127428.63,2098.28,-15.66,Tablet,West ,May
1440,41082.86,307.22,7.71,Smartwatch,West,apr
1441,165058.7,4594.82,1.38,Keyboard,South,apr
1442,91615.79,4402.84,-14.97,Tablet, SOUTH,May
1445,22514.98,488.87,5.11,Headphones,South,February
1446,102185.5,2903.8,-2.43,Headphones,north ,MAR
1447,124523.69,956.59,33.76,Monitor,East,May
1449,111816.86,2756.55,-12.85,Printer,South,NOV
1450,121620.28,3212.23,6.06,Camera,East,Oct
1452,179903.37,2476.78,25.23,Printer, SOUTH,February
1454,188715.86,849.61,3.58,Keyboard,north ,May
1455,123476.42,3343.8,26.7,Headphones,east,June
1456,86180.65,2552.77,-8.49,Laptop,West,May
1460,97393.69,3818.81,26.69,Printer,West,September
1461,149534.31,3704.98,-18.57,Printer, SOUTH,Oct
1462,120098.34,4272.89,35.06,Headphones, SOUTH,September
1463,179410.41,2596.39,32.85,Keyboard,South,dec
1464,29884.04,3649.4,-2.94,Tablet,Central,jul
1466,20322.05,4573.21,1.35,Headphones,West ,NOV
1469,63999.19,3970.3,24.89,Keyboard,east,Jan
1470,174579.41,1144.5,38.48,Keyboard,South,Aug
1471,129063.84,4992.01,-7.19,Monitor,Central,Jan
1473,46014.37,2395.54,37.11,Printer,West,dec
1474,38250.11,3004.57,-17.19,Printer,Central,September
1476,157263.21,2953.13,17.19,Mouse,North,Oct
1477,14725.59,2695.61,7.53,Monitor,South,February
1478,153991.23,4666.12,31.49,Laptop,north ,NOV
1480,105690.13,470.82,27.78,Camera, SOUTH,NOV
1481,13634.57,2423.88,-1.15,Printer,South,Oct
1482,169874.05,209.65,20.22,Keyboard,South,Oct
1486,149466.8,4479.99,34.39,Printer,north ,jul
1487,159193.37,2938.19,-15.48,Monitor,South,February
1489,147039.31,3048.45,28.76,Tablet,North,September
1493,141718.07,867.74,-11.89,Monitor, SOUTH,Aug
1494,116857.72,1754.04,-9.3,Monitor,north ,dec
1497,177999.43,4148.87,25.52,Headphones,east,NOV
1498,195142.33,1395.59,4.49,Laptop,Central,Oct
1500,55214.24,2897.95,-13.35,Headphones,east,Oct
